id,sample,comment,type,sT,sP,expdataset,weight,phase.Gibbsite-H.DC.Gibbsite-H.UMC,comp.AlO(OH),unit,comp.H2O,unit,comp.NaCl,unit,comp.HCl,unit,comp.NaOH,unit,phase.aq_gen.pH,phase.aq_gen.IC.Al.Q,unit
166,Ben_166,,Bhm_tit,203,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.245891,g,,,2.298,3.3266E-06,molal
167,Ben_167,,Bhm_tit,203,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.245891,g,,,2.299,2.73527E-06,molal
168,Ben_168,,Bhm_tit,203,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.158354,g,,,2.491,1.59221E-06,molal
169,Ben_169,,Bhm_tit,203,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.140695,g,,,2.541,9.68278E-07,molal
170,Ben_170,,Bhm_tit,203,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.137685,g,,,2.543,7.55092E-07,molal
171,Ben_171,,Bhm_tit,203,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.137685,g,,,2.544,6.65273E-07,molal
172,Ben_172,,Bhm_tit,203,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.137685,g,,,2.544,7.39605E-07,molal
173,Ben_173,,Bhm_tit,203,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.104257,g,,,2.668,6.69885E-07,molal
174,Ben_174,,Bhm_tit,203,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.0993637,g,,,2.681,6.20869E-07,molal
175,Ben_175,,Bhm_tit,203,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.0963583,g,,,2.7,6.20869E-07,molal
176,Ben_176,,Bhm_tit,203,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.0738207,g,,,2.816,8.93305E-07,molal
177,Ben_177,,Bhm_tit,203,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.0599237,g,,,2.902,2.40436E-07,molal
178,Ben_178,,Bhm_tit,203,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.0599237,g,,,2.903,3.2961E-07,molal
179,Ben_179,,Bhm_tit,203,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.0550398,g,,,2.947,4.45656E-07,molal
180,Ben_180,,Bhm_tit,203,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.0550398,g,,,2.947,7.34514E-07,molal
181,Ben_181,,Bhm_tit,203,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.0373891,g,,,3.099,1.93642E-07,molal
182,Ben_182,,Bhm_tit,203,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.0343858,g,,,3.142,5.24807E-07,molal
183,Ben_183,,Bhm_tit,203,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.0343745,g,,,3.147,4.14954E-07,molal
184,Ben_184,,Bhm_tit,203,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.0336554,g,,,3.153,1.68655E-07,molal
185,Ben_185,,Bhm_tit,203,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.0336554,g,,,3.161,5.00035E-07,molal
186,Ben_186,,Bhm_tit,203,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.0313583,g,,,3.179,1.67109E-07,molal
187,Ben_187,,Bhm_tit,203,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.0313583,g,,,3.179,4.58142E-07,molal
188,Ben_188,,Bhm_tit,203,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.0313583,g,,,3.182,4.57088E-07,molal
189,Ben_189,,Bhm_tit,203,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.0276299,g,,,3.235,1.91426E-07,molal
190,Ben_190,,Bhm_tit,203,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.0264869,g,,,3.264,1.58489E-07,molal
191,Ben_191,,Bhm_tit,203,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.0185943,g,,,3.401,1.99526E-07,molal
192,Ben_192,,Bhm_tit,203,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.0185943,g,,,3.406,1.33045E-07,molal
193,Ben_193,,Bhm_tit,203,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.0178662,g,,,3.425,2.15278E-07,molal
194,Ben_194,,Bhm_tit,203,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.0160043,g,,,3.477,1.18577E-07,molal
195,Ben_195,,Bhm_tit,203,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.0155809,g,,,3.485,3.27341E-07,molal
196,Ben_196,,Bhm_tit,203,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.0155809,g,,,3.486,3.22849E-07,molal
197,Ben_197,,Bhm_tit,203,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.0148534,g,,,3.498,3.37287E-07,molal
198,Ben_198,,Bhm_tit,203,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.0144251,g,,,3.522,2.58226E-07,molal
199,Ben_199,,Bhm_tit,203,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.0107001,g,,,3.646,2.11349E-07,molal
200,Ben_200,,Bhm_tit,203,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.00883458,g,,,3.737,1.1749E-07,molal
201,Ben_201,,Bhm_tit,203,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.00855469,g,,,3.745,1.48936E-07,molal
202,Ben_202,,Bhm_tit,203,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.00811505,g,,,3.771,2.63027E-07,molal
203,Ben_203,,Bhm_tit,203,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.00494012,g,,,3.98,1.54882E-07,molal
204,Ben_204,,Bhm_tit,203,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.00379429,g,,,4.093,1.15878E-07,molal
205,Ben_205,,Bhm_tit,203,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.00335442,g,,,4.16,1.57761E-07,molal
206,Ben_206,,Bhm_tit,203,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.00324102,g,,,4.171,2.7227E-07,molal
207,Ben_207,,Bhm_tit,203,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.00324102,g,,,4.172,2.74789E-07,molal
208,Ben_208,,Bhm_tit,203,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.00307963,g,,,4.187,2.46037E-07,molal
209,Ben_209,,Bhm_tit,203,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.00307963,g,,,4.189,2.17771E-07,molal
210,Ben_210,,Bhm_tit,203,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.00226331,g,,,4.318,1.65959E-07,molal
211,Ben_211,,Bhm_tit,203,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.00226331,g,,,4.321,2.33884E-07,molal
212,Ben_212,,Bhm_tit,203,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.00209415,g,,,4.354,2.31739E-07,molal
213,Ben_213,,Bhm_tit,203,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.00199142,g,,,4.379,2.10378E-07,molal
214,Ben_214,,Bhm_tit,203,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.00181947,g,,,4.417,2.29615E-07,molal
215,Ben_215,,Bhm_tit,203,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.00175821,g,,,4.429,1.65577E-07,molal
216,Ben_216,,Bhm_tit,203,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.0017165,g,,,4.44,3.34195E-07,molal
217,Ben_217,,Bhm_tit,203,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.00148861,g,,,4.496,1.97697E-07,molal
218,Ben_218,,Bhm_tit,203,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.00137837,g,,,4.543,2.25944E-07,molal
219,Ben_219,,Bhm_tit,203,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.00131963,g,,,4.545,3.04089E-07,molal
220,Ben_220,,Bhm_tit,203,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.00121666,g,,,4.581,2.47172E-07,molal
221,Ben_221,,Bhm_tit,203,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.00121666,g,,,4.583,3.3037E-07,molal
222,Ben_222,,Bhm_tit,203,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.00121666,g,,,4.594,2.35505E-07,molal
223,Ben_223,,Bhm_tit,203,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.00115068,g,,,4.61,3.09742E-07,molal
224,Ben_224,,Bhm_tit,203,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.00115068,g,,,4.618,4.61318E-07,molal
225,Ben_225,,Bhm_tit,203,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.00100326,g,,,4.674,3.95367E-07,molal
226,Ben_226,,Bhm_tit,203,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.000881134,g,,,4.728,2.93765E-07,molal
227,Ben_227,,Bhm_tit,203,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.000881134,g,,,4.729,4.06443E-07,molal
228,Ben_228,,Bhm_tit,203,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.000777446,g,,,4.771,3.80189E-07,molal
229,Ben_229,,Bhm_tit,203,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.000607866,g,,,4.87,4.53942E-07,molal
230,Ben_230,,Bhm_tit,203,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.00054194,g,,,4.907,5.80764E-07,molal
231,Ben_231,,Bhm_tit,203,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.00054194,g,,,4.919,6.0256E-07,molal
232,Ben_232,,Bhm_tit,203,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.000375009,g,,,5.037,5.97035E-07,molal
233,Ben_233,,Bhm_tit,203,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.000248573,g,,,5.175,7.99834E-07,molal
234,Ben_234,,Bhm_tit,203,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.000228588,g,,,5.191,8.20352E-07,molal
235,Ben_235,,Bhm_tit,203,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.000144475,g,,,5.292,9.14113E-07,molal
236,Ben_236,,Bhm_tit,203,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,6.49E-05,g,,,5.394,1.10917E-06,molal
237,Ben_237,,Bhm_tit,203,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.000273146,g,5.822,3.08319E-06,molal
238,Ben_238,,Bhm_tit,203,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.000487723,g,5.992,5.17607E-06,molal
239,Ben_239,,Bhm_tit,203,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.000564116,g,6.045,6.18016E-06,molal
240,Ben_240,,Bhm_tit,203,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.00100326,g,6.278,1.15345E-05,molal
241,Ben_241,,Bhm_tit,203,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.00110693,g,6.32,1.26183E-05,molal
242,Ben_242,,Bhm_tit,203,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.00209415,g,6.581,2.47742E-05,molal
243,Ben_243,,Bhm_tit,203,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.00209415,g,6.587,2.65461E-05,molal
244,Ben_244,,Bhm_tit,203,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.00324102,g,6.764,4.28549E-05,molal
245,Ben_245,,Bhm_tit,203,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.00439274,g,6.903,6.05341E-05,molal
246,Ben_246,,Bhm_tit,203,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.00494012,g,6.953,6.03949E-05,molal
247,Ben_247,,Bhm_tit,203,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.00510465,g,6.98,7.51623E-05,molal
248,Ben_248,,Bhm_tit,203,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.00680457,g,7.092,9.59401E-05,molal
249,Ben_249,,Bhm_tit,203,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.00680457,g,7.095,9.57194E-05,molal
250,Ben_250,,Bhm_tit,203,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.00855469,g,7.201,0.000210863,molal
251,Ben_251,,Bhm_tit,203,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.0125653,g,7.362,0.000189671,molal
252,Ben_252,,Bhm_tit,203,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.016737,g,7.478,0.000246604,molal
253,Ben_253,,Bhm_tit,203,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.016737,g,7.486,0.000243781,molal
254,Ben_254,,Bhm_tit,203,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.0197285,g,7.553,0.000532108,molal
255,Ben_255,,Bhm_tit,203,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.0234688,g,7.629,0.00035156,molal
256,Ben_256,,Bhm_tit,203,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.0306398,g,7.748,0.000463447,molal
257,Ben_257,,Bhm_tit,203,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.0373891,g,7.83,0.000564937,molal
258,Ben_258,,Bhm_tit,203,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.0373891,g,7.833,0.000570164,molal
259,Ben_259,,Bhm_tit,203,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.0550398,g,8,0.001794734,molal
260,Ben_260,,Bhm_tit,203,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.0599092,g,8.035,0.000862979,molal
261,Ben_261,,Bhm_tit,203,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.0786983,g,8.152,0.001114295,molal
262,Ben_262,,Bhm_tit,203,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.0786983,g,8.156,0.001137627,molal
263,Ben_263,,Bhm_tit,203,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.0993637,g,8.251,0.001458814,molal
264,Ben_264,,Bhm_tit,203,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.0993637,g,8.254,0.001422329,molal
265,Ben_265,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.150151,g,,,2.542,9.68278E-07,molal
266,Ben_266,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.150151,g,,,2.545,6.76083E-07,molal
267,Ben_267,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.150151,g,,,2.547,1.05682E-06,molal
268,Ben_268,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.150151,g,,,2.549,6.68344E-07,molal
269,Ben_269,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.122594,g,,,2.63,7.04693E-07,molal
270,Ben_270,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.114083,g,,,2.658,7.51623E-07,molal
271,Ben_271,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.114083,g,,,2.663,6.51628E-07,molal
272,Ben_272,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.114083,g,,,2.664,5.15229E-07,molal
273,Ben_273,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.0885362,g,,,2.773,5.5847E-07,molal
274,Ben_274,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.0832724,g,,,2.794,6.56145E-07,molal
275,Ben_275,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.0800204,g,,,2.816,4.32514E-07,molal
276,Ben_276,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.0715042,g,,,2.872,5.87489E-07,molal
277,Ben_277,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.0557302,g,,,2.975,4.47713E-07,molal
278,Ben_278,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.0557302,g,,,2.976,3.20627E-07,molal
279,Ben_279,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.0452099,g,,,3.059,3.31894E-07,molal
280,Ben_280,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.0419587,g,,,3.09,4.37522E-07,molal
281,Ben_281,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.0366932,g,,,3.151,2.74789E-07,molal
282,Ben_282,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.0354417,g,,,3.174,2.18273E-07,molal
283,Ben_283,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.0334463,g,,,3.19,3.13329E-07,molal
284,Ben_284,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.0321927,g,,,3.208,4.37522E-07,molal
285,Ben_285,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.024926,g,,,3.315,3.89942E-07,molal
286,Ben_286,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.024926,g,,,3.326,4.61318E-07,molal
287,Ben_287,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.0229163,g,,,3.363,2.06538E-07,molal
288,Ben_288,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.0216669,g,,,3.384,1.98153E-07,molal
289,Ben_289,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.0184199,g,,,3.455,1.94984E-07,molal
290,Ben_290,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.0168908,g,,,3.489,1.95434E-07,molal
291,Ben_291,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.0151648,g,,,3.534,2.33346E-07,molal
292,Ben_292,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.0148771,g,,,3.544,4.61318E-07,molal
293,Ben_293,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.0144056,g,,,3.556,3.45144E-07,molal
294,Ben_294,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.0144056,g,,,3.566,2.33884E-07,molal
295,Ben_295,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.0139268,g,,,3.573,3.49945E-07,molal
296,Ben_296,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.0136342,g,,,3.588,2.71019E-07,molal
297,Ben_297,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.0136342,g,,,3.59,3.83707E-07,molal
298,Ben_298,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.0123962,g,,,3.616,3.40408E-07,molal
299,Ben_299,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.0123962,g,,,3.632,3.45939E-07,molal
300,Ben_300,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.0114366,g,,,3.653,2.61216E-07,molal
301,Ben_301,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.0106695,g,,,3.681,2.73527E-07,molal
302,Ben_302,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.0106695,g,,,3.684,2.30675E-07,molal
303,Ben_303,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.00808334,g,,,3.805,3.99945E-07,molal
304,Ben_304,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.00789333,g,,,3.82,3.58922E-07,molal
305,Ben_305,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.00760844,g,,,3.837,2.59418E-07,molal
306,Ben_306,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.00742032,g,,,3.846,3.99945E-07,molal
307,Ben_307,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.00713343,g,,,3.855,4.43609E-07,molal
308,Ben_308,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.00636272,g,,,3.918,3.01995E-07,molal
309,Ben_309,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.0061773,g,,,3.92,2.07491E-07,molal
310,Ben_310,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.00483033,g,,,4.037,3.01995E-07,molal
311,Ben_311,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.00464576,g,,,4.059,4.19759E-07,molal
312,Ben_312,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.00417066,g,,,4.1,1.89671E-07,molal
313,Ben_313,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.00388377,g,,,4.121,5.11682E-07,molal
314,Ben_314,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.0037703,g,,,4.137,2.72898E-07,molal
315,Ben_315,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.00369711,g,,,4.144,5.87489E-07,molal
316,Ben_316,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.0034031,g,,,4.174,3.90841E-07,molal
317,Ben_317,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.00252952,g,,,4.31,6.01174E-07,molal
318,Ben_318,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.00245399,g,,,4.318,6.80769E-07,molal
319,Ben_319,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.00212157,g,,,4.391,6.72977E-07,molal
320,Ben_320,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.00205309,g,,,4.399,3.08319E-07,molal
321,Ben_321,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.00198018,g,,,4.417,6.69885E-07,molal
322,Ben_322,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.00168817,g,,,4.486,4.96592E-07,molal
323,Ben_323,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.00150887,g,,,4.524,9.61612E-07,molal
324,Ben_324,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.00121427,g,,,4.608,7.04693E-07,molal
325,Ben_325,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.00110398,g,,,4.657,4.93174E-07,molal
326,Ben_326,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.00103328,g,,,4.676,1.35519E-06,molal
327,Ben_327,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.000851031,g,,,4.758,2.64241E-07,molal
328,Ben_328,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.000811108,g,,,4.769,8.12831E-07,molal
329,Ben_329,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.000811108,g,,,4.776,6.09537E-07,molal
330,Ben_330,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.000699254,g,,,4.831,6.74528E-07,molal
331,Ben_331,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.000668843,g,,,4.852,1.87932E-06,molal
332,Ben_332,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.000543481,g,,,4.912,1.1272E-06,molal
333,Ben_333,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.000518297,g,,,4.924,1.71791E-06,molal
334,Ben_334,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.000475111,g,,,4.956,1.8281E-06,molal
335,Ben_335,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.000405244,g,,,5.005,8.22243E-07,molal
336,Ben_336,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.000376077,g,,,5.016,1.55239E-06,molal
